1805.00460v1 , VisDial , Visual dialog , arxiv_paper_20000
1905.05661v1 , zhao17cvpr , Pyramid scene parsing network , arxiv_paper_41000
1905.05661v1 , lintsungyi17cvpr , Feature pyramid networks for object detection , arxiv_paper_41001
1905.05661v1 , chenliangchieh17arxiv , Rethinking atrous convolution for semantic image segmentation , arxiv_paper_41003
1905.05661v1 , shelhamer17pami , Fully convolutional networks for semantic segmentation , arxiv_paper_41009
1905.05661v1 , valpola14corr , From neural PCA to deep unsupervised learning , arxiv_paper_41010
1905.05661v1 , long15cvpr , Fully convolutional networks for semantic segmentation , arxiv_paper_41011
1905.05661v1 , he17iccv , Mask R-CNN , arxiv_paper_41019
1905.05661v1 , jacobsen18iclr , i-revnet: Deep invertible networks , arxiv_paper_41021
1905.05661v1 , huang17cvpr , Densely connected convolutional networks , arxiv_paper_41022
1605.04850v1 , Gong2013 , Deep convolutional ranking for multilabel image annotation , arxiv_paper_41026
1908.03919v3 , khayatkhoei2018disconnected , Disconnected manifold learning for generative adversarial networks , arxiv_paper_41031
1908.03919v3 , dumoulin2016adversarially , Adversarially learned inference , arxiv_paper_41032
1712.08273v1 , kirillov2016instancecut , Instancecut: from edges to instances with multicut , arxiv_paper_41051
1712.08273v1 , fathi2017semantic , Semantic instance segmentation via deep metric learning , arxiv_paper_41053
1712.08273v1 , bai2016deep , Deep watershed transform for instance segmentation , arxiv_paper_41055
1712.08273v1 , zheng2015conditional , Conditional random fields as recurrent neural networks , arxiv_paper_41060
1712.08273v1 , kong2016photo , Photo aesthetics ranking network with attributes and content adaptation , arxiv_paper_41064
1712.08273v1 , wu2017sampling , Sampling matters in deep embedding learning , arxiv_paper_41065
1909.13776v1 , chen2018domain , Domain adaptive faster r-cnn for object detection in the wild , arxiv_paper_41076
1909.13776v1 , zhang2018fully , Fully convolutional adaptation networks for semantic segmentation , arxiv_paper_41077
1909.13776v1 , tsai2018learning , Learning to adapt structured output space for semantic segmentation , arxiv_paper_41078
1803.09210v2 , Cao2017 , Partial transfer learning with selective adversarial networks , arxiv_paper_41081
1903.00802v1 , GuoPSW17 , On calibration of modern neural networks , arxiv_paper_41082
1912.01649v1 , Ho2016 , Generative adversarial imitation learning , arxiv_paper_41087
1912.01649v1 , Hester2018 , Deep Q-learning from demonstrations , arxiv_paper_41088
1805.05593v1 , gilmer2017neural , Neural message passing for quantum chemistry , arxiv_paper_41098
1512.08787v1 , davenport20141 , 1-bit matrix completion , arxiv_paper_41115
1809.10732v2 , NIPS2016_6270 , Stochastic multiple choice learning for training diverse deep ensembles , arxiv_paper_41139
1609.00265v2 , BlaisCOST:15 , Learning circuits with few negations , arxiv_paper_41144
1709.09890v2 , Bela:McCa:p:2016 , Structured prediction energy networks , arxiv_paper_41161
1903.09900v1 , liu2018darts , DARTS: Differentiable Architecture Search , arxiv_paper_41163
1903.09900v1 , 2017nasnet , Learning transferable architectures for scalable image recognition , arxiv_paper_41164
1903.09900v1 , s2018mobilenetv2 , MobileNetV2: Inverted Residuals and Linear Bottlenecks , arxiv_paper_41165
1903.09900v1 , loshchilov2016sgdrcosineannealing , Sgdr: Stochastic gradient descent with warm restarts , arxiv_paper_41167
1905.07504v2 , chen2018incorporating , Incorporating structured commonsense knowledge in story completion , arxiv_paper_41174
1607.05077v1 , osband2016deep , Deep exploration via bootstrapped dqn , arxiv_paper_41177
1404.3377v1 , J:CSL:1999:ChenG , An empirical study of smoothing techniques for language modeling , arxiv_paper_41189
1809.00563v1 , stab2017 , Parsing argumentation structures in persuasive essays , arxiv_paper_41193
1708.05349v1 , zhu2016generative , Generative visual manipulation on the natural image manifold , arxiv_paper_41194
1809.05157v2 , LBSKD16 , Neural architectures for named entity recognition , arxiv_paper_41201
1903.07563v1 , convlstm , Beyond short snippets: Deep networks for video classification , arxiv_paper_41204
1901.08043v3 , redmon2017yolo9000 , Yolo9000: better, faster, stronger , arxiv_paper_41206
1901.08043v3 , lin2018focal , Focal loss for dense object detection , arxiv_paper_41207
1803.06396v4 , amos2017optnet , Optnet: Differentiable optimization as a layer in neural networks , arxiv_paper_41240
1803.06396v4 , ollivier2015training , Training recurrent networks online without backtracking , arxiv_paper_41243
1803.06396v4 , tallec2017unbiasing , Unbiasing truncated backpropagation through time , arxiv_paper_41244
1908.01683v1 , ppp , Person re-identification: Past, present and future , arxiv_paper_41247
1812.06216v2 , modelnet , 3d shapenets: A deep representation for volumetric shapes , arxiv_paper_41255
1812.06216v2 , pcpnet , PCPNet: Learning local shape properties from raw point clouds , arxiv_paper_41258
1812.06216v2 , dgcnn , Dynamic graph cnn for learning on point clouds , arxiv_paper_41260
1812.06216v2 , surface_networks , Surface networks , arxiv_paper_41262
1812.06216v2 , bronstein2017geometric , Geometric deep learning: going beyond euclidean data , arxiv_paper_41264
1906.09410v2 , poole2017chemical , Chemical boltzmann machines , arxiv_paper_41268
1810.10725v2 , zhang2017learning , Learning deep cnn denoiser prior for image restoration , arxiv_paper_41274
1810.10725v2 , romano2017little , The little engine that could: Regularization by denoising (red) , arxiv_paper_41276
1810.10725v2 , danielyan2012bm3d , Bm3d frames and variational image deblurring , arxiv_paper_41277
1810.10725v2 , li2018learning , Learning a discriminative prior for blind image deblurring , arxiv_paper_41280
1810.10725v2 , simoes2016framework , A framework for fast image deconvolution with incomplete observations , arxiv_paper_41281
1810.10725v2 , kim2015generalized , Generalized video deblurring for dynamic scenes , arxiv_paper_41282
1805.04262v3 , GLO , Optimizing the latent space of generative networks , arxiv_paper_41323
1810.11919v2 , mirza2014conditional , Conditional generative adversarial nets , arxiv_paper_41324
1810.11919v2 , yan2016attribute2image , Attribute2image: Conditional image generation from visual attributes , arxiv_paper_41325
1810.11919v2 , zhu2016generative , Generative visual manipulation on the natural image manifold , arxiv_paper_41327
1810.11919v2 , brock2016neural , Neural photo editing with introspective adversarial networks , arxiv_paper_41328
1810.11919v2 , lample2017fader , Fader networks: Manipulating images by sliding attributes , arxiv_paper_41329
1810.11919v2 , Dong_2017_ICCV , Semantic image synthesis via adversarial learning , arxiv_paper_41332
1706.05170v2 , zhu , Generative visual manipulation on the natural image manifold , arxiv_paper_41349
1602.01042v1 , albert_statistical_2002 , Statistical mechanics of complex networks , arxiv_paper_41357
1910.09191v2 , Cheng2019controlreg , Control regularization for reduced variance reinforcement learning , arxiv_paper_41366
1906.02926v2 , lei2016layer , Layer normalization , arxiv_paper_41385
1805.09110v2 , de2011persistent , Persistent cohomology and circular coordinates , arxiv_paper_41404
1805.09110v2 , BoissonnatST15 , Building efficient and compact data structures for simplicial complexes , arxiv_paper_41420
1903.10195v1 , segan , Segan: Speech enhancement generative adversarial network , arxiv_paper_41441
1903.10195v1 , cGAN , Conditional generative adversarial nets , arxiv_paper_41443
1903.10195v1 , textoimage , Generative adversarial text to image synthesis , arxiv_paper_41444
1607.06011v1 , Lecun , Explorations on high dimensional landscapes , arxiv_paper_41446
1510.05318v1 , Airoldi:2008:MMS:1390681.1442798 , Mixed membership stochastic blockmodels , arxiv_paper_41447
1905.10100v1 , DBLP:conf/iccv/ZimmermannB17 , Learning to estimate 3d hand pose from single RGB images , arxiv_paper_41449
1905.10100v1 , DBLP:conf/cvpr/ZhaoSQWJ17 , Pyramid scene parsing network , arxiv_paper_41454
1905.10100v1 , DBLP:conf/iccv/LinGGHD17 , Focal loss for dense object detection , arxiv_paper_41457
1803.08094v2 , tallec2018can , Can recurrent neural networks warp time? , arxiv_paper_41464
1710.07739v3 , ttq , Trained ternary quantization , arxiv_paper_41466
1706.06941v3 , holme2012temporal , Temporal networks , arxiv_paper_41467
1706.06941v3 , barnett2016change , Change point detection in correlation networks , arxiv_paper_41468
1912.06910v1 , linke2019adapting , Adapting behaviour via intrinsic reward: A survey and empirical study , arxiv_paper_41471
1711.01131v2 , saul2016chained , Chained gaussian processes , arxiv_paper_41473
1905.08711v1 , AttnIsAllYouNeed , Attention is all you need , arxiv_paper_41475
1506.07959v1 , fabhmm , Factorized asymptotic bayesian hidden markov models , arxiv_paper_41480
1905.03410v4 , Ald14a , Group testing algorithms: Bounds and simulations , arxiv_paper_41486
1902.08134v1 , li2017triple , Triple generative adversarial nets , arxiv_paper_41488
1807.03026v2 , Donahue2017 , Adversarial feature learning , arxiv_paper_41505
1912.06214v1 , DBLP:conf/emnlp/GaneaH17 , Deep joint entity disambiguation with local neural attention , arxiv_paper_41508
1805.10871v2 , makhzani2015adversarial , Adversarial autoencoders , arxiv_paper_41510
1803.10896v2 , xue2016differential , Differential angular imaging for material recognition , arxiv_paper_41517
1803.10896v2 , zhang2016deep , Deep ten: Texture encoding network , arxiv_paper_41518
1911.11219v2 , biggio2013evasion , Evasion attacks against machine learning at test time , arxiv_paper_41519
1911.11219v2 , szegedy2013intriguing , Intriguing properties of neural networks , arxiv_paper_41520
1911.11219v2 , goodfellow2014explaining , Explaining and harnessing adversarial examples , arxiv_paper_41521
1911.11219v2 , madry2017towards , Towards deep learning models resistant to adversarial attacks , arxiv_paper_41522
1911.11219v2 , tramer2018ensemble , Ensemble adversarial training: Attacks and defenses , arxiv_paper_41524
1911.11219v2 , s2018stochastic , Stochastic activation pruning for robust adversarial defense , arxiv_paper_41526
1703.08041v1 , walsh2010empirical , An empirical study of the manipulability of single transferable voting , arxiv_paper_41550
1703.08041v1 , conitzer2011dominating , Dominating manipulations in voting with partial information , arxiv_paper_41552
1911.04525v1 , vaswani2017attention , Attention is all you need , arxiv_paper_41553
1911.04525v1 , solaiman2019release , Release strategies and the social impacts of language models , arxiv_paper_41556
1911.04525v1 , DBLP:journals/corr/abs-1905-12616 , Defending against neural fake news , arxiv_paper_41557
1811.10575v6 , li2015gated , Gated graph sequence neural networks , arxiv_paper_41558
1908.02256v1 , DBLP:journals/corr/abs-1711-00117 , Countering adversarial images using input transformations , arxiv_paper_41565
1908.02256v1 , DBLP:journals/corr/abs-1803-01442 , Stochastic activation pruning for robust adversarial defense , arxiv_paper_41570
1908.02256v1 , DBLP:journals/corr/abs-1711-01991 , Mitigating adversarial effects through randomization , arxiv_paper_41571
1906.07374v1 , ho2016generative , Generative adversarial imitation learning , arxiv_paper_41574
1809.02129v1 , guadarrama2017 , Pixcolor: Pixel recursive colorization , arxiv_paper_41577
1807.08205v1 , Eisenschtat_2017_CVPR , Linking image and text with 2-way nets , arxiv_paper_41590
1612.08185v4 , goodfellow2014generative , Generative adversarial networks , arxiv_paper_41597
1612.08185v4 , salimans2016improved , Improved techniques for training GANs , arxiv_paper_41598
1612.08185v4 , oord2016pixel , Pixel recurrent neural networks , arxiv_paper_41600
1612.08185v4 , dahl2017pixel , Pixel recursive super resolution , arxiv_paper_41601
1612.08185v4 , reed2017parallel , Parallel multiscale autoregressive density estimation , arxiv_paper_41602
1109.3318v2 , montanari , Matrix completion from a few entries , arxiv_paper_41603
1405.2294v2 , Li2013 , Universal outlier hypothesis testing , arxiv_paper_41607
1904.07457v1 , ulyanov18deep , Deep Image Prior , arxiv_paper_41609
1904.07457v1 , garriga2018deep , Deep Convolutional Networks as Shallow Gaussian Processes , arxiv_paper_41614
1904.07457v1 , borovykh2018gaussian , A Gaussian Process Perspective on Convolutional Neural Networks , arxiv_paper_41615
1909.04547v1 , Belinkov2019 , Analysis Methods in Neural Language Processing: A Survey , arxiv_paper_41645
1604.05085v3 , mehta20142048 , 2048 is (PSPACE) Hard, but Sometimes Easy , arxiv_paper_41653
1604.05085v3 , kaelbling1996reinforcement , Reinforcement learning: A survey , arxiv_paper_41655
1906.03764v5 , oord2018representation , Representation learning with contrastive predictive coding , arxiv_paper_41681
1909.12580v1 , malik186 , Fast approximation of matrix coherence and statistical leverage , arxiv_paper_41708
